text,level
The statue was carved out of stone.,C2
They were taken prisoner while on a reconnaissance mission behind enemy lines.,C2
"I was reading ""Romeo and Juliet"" by W. Shakespeare when I suddenly decided to leave and visit Verona, the lovers' city.",B1
I would like to take them with me to a very typical restaurant near the docks: Mummie's House 25 Harbour Street 2 Tel. 070 321 26 33.,C1
"He told me: ""Your father got hurt in a traffic accident!""",B1
She was never afraid of going to the front line in battle.,C2
The journalist caught him off guard and he admitted to lying.,C2
"When my uncle heard about my new hobby, he bought me a chess-computer to train for my first real match. At the moment I'm trying to win against it but I think it is hopeless.",B1
I decided to reply to your request as soon as possible.,B1
Are you warm enough or should I turn up the heat?,A1
Everybody went except Natalie because she was sick.,A2
"One unique thought haunted her: go away from the environment she was living in and which she couldn't stand: the four-hour teas, the incessant discussions about Mrs X who was pregnant and Mr X who had lost his fortune in a game, the hypocritical smiles, the narrow-minded people blinded by money... all those details which enraged Lucy.",C2
Now the data is being transferred from magnetic tape to hard disk.,B2
"We had bills coming in our door, old ones which weren't paid and whenever I confronted him, he told me he would take care of it.",C2
I got very excited and made a fool of myself.,B2
The piano is out of tune.,C1
I would be interested in having skiing lessons too so as to improve my level which I consider is not very high.,B2
I'm going to Wandsworth Cinema with my friends tonight. Would you like to join us?,A2
The council was hoping to turn a children's home into a residence for adolescent girls.,B1
I made a reservation at the restaurant for 7 o’clock.,B1
"It's an outdoor party, so dress informally.",C1
"Due to my education and my experience in maintaining machines, I am sure that I can do a good job in your club.",B2
She had to find a way to accept defeat without losing face.,C2
My mouth became so dry that my tongue stuck to my palate.,B1
Chances are that he'll refuse.,C2
On these occasions I would yell at him for no reason at all and my family started wondering whether I was completely sane.,C2
Bring a cap or something to cover your hair.,A2
I'm glad of the opportunity to express my thanks.,C1
This devastating image brought a lump to John's throat.,C2
I was 20 when I first fell in love.,B1
There's a mirror above the sink.,A1
People who eat fresh vegetables and meat tend to have good digestion and tend to consume less salt.,B2
"Thirdly, it keeps the village alive, since many people from other villages come to celebrate with them, and our national heritage (traditional songs, dances, costumes) is kept alive too.",C2
Sleeping in hotels three or four nights a week is not an ideal way of life.,B1
She was eliminated after the first round of the tournament.,C1
"This is the scene where in a card game between pig Napoleon and human Pilkington, the other animals, who secretly watch the game through the window, find it impossible to distinguish between pigs and humans.",B2
If only I had been more careful.,B1
"The main element of a novel is, of course, the story itself.",B2
I just want to confirm that we're going to the ABC cinema tonight.,B1
"I don't like the college break times, because I must wait 15 minutes.",A1
I'd like to tell you about our college.,A1
"Go to the international museum, it's wonderful.",A2
I knew all along that it was a mistake.,B2
The listening device was concealed in a pen.,C2
You can walk for miles along the shore.,B1
His gasp startled the other sleeping tourists & they all crawled and stumbled onto their feet.,C2
She's competing for a spot on next year's Olympic team.,B1
The golden autumn light provided the inspiration for the painting.,B2
My father is going to have heart surgery.,A2
I love to be creative.,B1
The new development will generate 1500 new jobs.,B2
His writing is always so dry and dull.,C2
He's made a few enemies in this company.,B1
The Empress was an ideal lady in every sense of the word.,B2
"Because it is a well-k[n]own hotel it should be easy to find it. Moreover, it is really well-located, so it will allow you to move around the city without any problem.",B2
"We are all socialized by our peers, family and other people who cross our path at one time or another.",C2
They fought for the right to free speech.,C2
He can't communicate with his parents.,B2
Their boss was a racist.,C2
You ought to put on a formal dress or suit to fit the atmosphere.,C1
The deceased was a 19-year-old girl who had run away from home some months ago.,C2
